ZAI;INP_ID;INP_NOM_ENT;INP_CHEZ_ENT;INP_RUE_ENT;INP_NPA_ENT;INP_LOC_ENT;INP_CANTON_SIEGE_ENT;INP_PAYS_SIEGE_ENT;INP_FORME_JURIDIQUE_ENT;INP_CODE_FORME_JURIDIQUE_ENT;INP_LANG_ENT;INP_SIEGE_ENT;INP_IDE;REF_IDE;REF_NOM_ENT;REF_CANTONAL_ID;MATCHING_DISTANCES;MATCHING_WEIGHT;;REMARQUE OIPM;RECHERCHE NO IDE  ;ANNONCER à L'IDE;PROBLEMES DIVERS;;
SNB;32519;Association Cantonale Vaudoise de Football;;Ch. de Maillefer 35 / CP 115;1052;Le Mont-sur-Lausanne;VD;CH;association;109;Français;Le Mont-sur-L.;;107484881;Association Cantonale Vaudoise De Football;101622438;0.9761904761904762|1.0;0.992063492;;pas RC;CHE-107.484.881;NON;;;
SNB;34569;Association Pain du Gros-de-Vaud;p.a. Landi Gros-de-Vaud;Route d' Yverdon 7;1040;Echallens;VD;CH;association;109;Français;Echallens;;222713925;Association intercommunale du SDIS Gros-de-Vaud;101679824;0.6170212765957447|1.0;0.872340426;;pas RC;rien trouvé;OUI;;;
SNB;36180;Association des Amis de La Garenne (ADAG);ADAG - Zoo La Garenne;;1261;Le Vaud;VD;CH;association;109;Français;Le Vaud;;347784913;Association des Amis de Jacques Roman;101463461;0.6585365853658536|1.0;0.886178862;;pas RC;rien trouvé;OUI;;;
SNB;50151;Association des amis de l'Ecole de Mémise;Fondation Ecole de Mémise;Route de Lavaux 328;1095;Lutry;VD;CH;association;109;Français;Lutry;;101867083;Association des amis du Zoo de Servion;101667717;0.6829268292682926|1.0;0.894308943;;pas RC;rien trouvé;OUI;;;
SNB;65601;Association Régionale d'Accueil des Enfants de Rolle et Environs (ARAERE);ARAS Nyon;Rue Marchandises 17 / CP 1016;1260;Nyon 1;VD;CH;association;109;Français;Nyon;;162821880;Association Régionale pour l'accueil de jour des enfants de Rolle et Environs;101446677;0.6753246753246753|1.0;0.891774892;;pas RC;CHE-162.821.880;NON;;;
SNB+DVT;65646;Association paroissiale catholique d'Echallens;c/o M. Marcel Mivelaz;Chemin de la Raisse 716;1040;Echallens;VD;CH;association;109;Français;Echallens;;111740923;Association Immobilière Catholique de Prilly;101668031;0.6304347826086957|1.0;0.876811594;;pas RC;rien trouvé;OUI;;;
SNB+DVT;62326;Association pour l'église de la Lécherette;;;1660;La Lécherette;VD;CH;association;109;Français;Château-d'Oex;;412722964;Association pour la défense de la propriété rurale;101635090;0.62|1.0;0.873333333;;pas RC;rien trouvé;OUI;;;
SNB;64078;Association OMNISPORTS TRELEX;;Case postale 38;1270;Trélex;VD;CH;association;109;Français;Trélex;;101225631;Association FISCAL CLUB;101648951;0.5517241379310345|1.0;0.850574713;;pas RC;rien trouvé;OUI;;;
SNB;69478;Groupe Scout Pierre De Griuns;M. Yves Athanasiades;Rue du Colonel Mamin 16;1880;Bex;VD;CH;association;109;Français;Gryon;;103663338;Groupe Scout des 4 Vents;101418231;0.5862068965517242|1.0;0.862068966;;pas RC;rien trouvé;OUI;;;
SNB;15067;Association du chiffre de la parole;;Avenue de la Gare 29;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;396495012;Association du centre de loisirs;101432837;0.6857142857142857|1.0;0.895238095;;pas RC;CHE-106.102.007;NON;;;
SNB;15389;Association du Cercle du Marché;c/o M. Jean Christophe Gross;Case postale 70;1800;Vevey 2 Orient;VD;CH;association;109;Français;Vevey;;426879307;Association du Temple de St-Marc;101590360;0.71875|1.0;0.90625;;pas RC;CHE-103.258.883;NON;;;
SNB+DVT;38057;Eglise Evangélique de Pentecôte;;Rue Pestalozzi 11;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;112250337;Eglise Evangélique de Reveil;101494501;0.7741935483870968|1.0;0.924731183;;pas RC;rien trouvé;OUI;;;
SNB;65072;Société de Jeunesse de Vucherens;c/o M. Adrien Gabriel;Route du Village 5;1509;Vucherens;VD;CH;association;109;Français;Vucherens;;375741211;Société de Jeunesse de Longirod;101666245;0.75|1.0;0.916666667;;pas RC;rien trouvé;OUI;;;
SNB+DVT;65978;Association Chat Perdu Chat Trouvé;c/o Mme Magali Correvon;Avenue de la Chablière 40;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;114878222;Association Chapelle Balthus;101466103;0.5588235294117647|1.0;0.852941176;;pas RC (sans dossier physique);Néant;NON;;;
SNB;65979;Association Elvetia-Ágios Efstrátios;;Chemin du Pralet 12;1078;Essertes;VD;CH;association;109;Français;Essertes;;457298371;Association Venus-Riot Productions;101547483;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;52186;Association des amis de Nicolas Quinche;c/o M. Daniel Eisler;Avenue Eugène- Rambert 14;1005;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;104176785;Association des Amis de la Cité;101599294;0.6923076923076923|1.0;0.897435897;;pas RC;rien trouvé;OUI;;;
SNB;45652;Association des Amis du Festival de Musique de Montreux-Vevey;p.a. Montreux-Vevey Tourisme;Rue du Théâtre 5;1820;Montreux;VD;CH;association;109;Français;Montreux;;406130086;Association des amis du festival des artistes de rue de Vevey;101470960;0.7213114754098361|1.0;0.907103825;;pas RC;CHE-406.130.086;NON;;;
SNB;66156;Association InterprètesLSFindépendantes;c/o Anne-Claude Prélaz Girod;Ruelle Chambres-Chaudes 1;1271;Givrins;VD;CH;association;109;Français;Givrins;;104365412;Association Suisse des Kiosques indépendants;101619052;0.5681818181818181|1.0;0.856060606;;pas RC;rien trouvé;OUI;;;
SNB;33238;Association de soutien à l'Ecole de Cirque de Lausanne;ASEC;Case postale 29;1000;Lausanne 22 Bergières;VD;CH;association;109;Français;Lausanne;;352041189;Association de l'école japonaise de Lausanne;101601482;0.6481481481481481|1.0;0.882716049;;pas RC;CHE-116.362.248;OUI;voir avec dvt / au RC = il s'agit de 2 associations différentes et complémentaire, le no IDE CHE-116.362.248 appartient au dossier PM no 59.027;;
SNB;66179;Association Orizzen Centre d'arts et de bien-être;;Rue des Amis 7;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;157175815;Association Centre Parole de Vie;101639814;0.5714285714285714|1.0;0.857142857;;pas RC;rien trouvé;OUI;;;
SNB+DVT;50171;Société vaudoise des pêcheurs en rivières Section de Mézières;c/o M. Christophe Sterki;Route du Village 61;1509;Vucherens;VD;CH;association;109;Français;Mézières VD;;103644631;Société Vaudoise des Pêcheurs En Rivière / le Moulinet;101643966;0.6885245901639344|1.0;0.896174863;;pas RC;rien trouvé;OUI;;;
SNB;66255;Association de quartier Mont-Robert/Sur-la-Croix;c/o Mme Tamara Andrade;Sur la Croix 129;1020;Renens VD;VD;CH;association;109;Français;Renens VD;;416458039;Association de quartier de Prélaz;101550855;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI;;;
SNB;56213;Association Emmanuel-Suisse- Emma-CH;c/o M. Jean-Bernard Palthey;Chemin du Praz-Buchilly 24B;1066;Epalinges;VD;CH;association;109;Français;Epalinges;;113428017;Association Empart Suisse;101640424;0.5833333333333333|1.0;0.861111111;;pas RC;CHE-458.216.217;OUI;voit avec dvt, vérifier quand même (VS) = IDE siège et adresse en VS, SimpaPM siège et adresse Epalinges;;
SNB;62655;Association suisse romande pour les victimes de brûlures (FLAVIE);;Case postale 102;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;243793338;Association Suisse pour les Soins aux Arbres (ASSA);101481441;0.5846153846153845|1.0;0.861538462;;pas RC;CHE-372.390.463;NON;;;
SNB;68398;Association des locataires du Centre commercial Caroline Lausanne;;Rue Caroline 6;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;107722974;Association des commerçants du centre commercial Charpentiers;101484073;0.6461538461538461|1.0;0.882051282;;pas RC;CHE-113.480.153;NON;;;
SNB+DVT;66609;Eglise Evangélique du Centre Chrétien de Chavornay;;Rue de l' Industrie 5;1373;Chavornay;VD;CH;association;109;Français;Chavornay;;108230461;Eglise Evangélique de Reveil Centre Chrétien Ekklesia;101579433;0.6415094339622642|1.0;0.880503145;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19822;Abbaye des carabiniers de Montreux;c/o M. Urs Tschudi;Chemin de la Jaque 1;1093;La Conversion;VD;CH;association;109;Français;Montreux;;357304835;Abbaye des Carabiniers de La Sarraz;101641218;0.7428571428571429|1.0;0.914285714;;pas RC;rien trouvé;OUI;;;
SNB+DVT;67071;Eglise Evangélique de Cossonay;;Grande-Rue 16;1304;Cossonay-Ville;VD;CH;association;109;Français;Cossonay;;466660123;Eglise Evangélique de Moudon;101653295;0.8333333333333334|1.0;0.944444444;;pas RC;rien trouvé;OUI;;;
SNB;22062;Centre Dégustation vins;c/o M. Cédric Corboz;Chemin de la Clergère 18;1009;Pully;VD;CH;association;109;Français;Bourg/Lavaux;;101763733;Centre de Documentation Civique;101618026;0.5806451612903225|1.0;0.860215054;;pas RC;rien trouvé;OUI;;;
SNB;60505;Association Animal Aide Action (AAA);;Case postale 8;1188;Gimel;VD;CH;association;109;Français;Gimel;;350972036;Association La section Lopez;101612224;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI;;;
SNB;61264;Association intercommunale de la piscine et du camping de la Venoge (AIPCV);;Case postale 51;1315;La Sarraz;VD;CH;association;109;Français;La Sarraz;;499292345;Association intercommunale de la Plaine du Veyron AIPV;101598086;0.6266666666666667|1.0;0.875555556;;pas RC;rien trouvé;OUI;;;
SNB;40304;Association Romande de Médecins (AROMED);;Ch. des Avouillons 30;1196;Gland;VD;CH;association;109;Français;Lausanne;;110252259;Association Suisse des Musiciens (ASM);101545112;0.625|1.0;0.875;;pas RC;CHE-109.646.019;OUI;voir dvt : Fondation =no IDE CHE-109.646.019 appartient au dossier PM 35.958;;
SNB+DVT;15084;Tennis-Club du Sentier;;Case postale 279;1347;Le Sentier;VD;CH;association;109;Français;Le Sentier;;226285561;Tennis-Club de Morges;101497827;0.6818181818181819|1.0;0.893939394;;pas RC;CHE-266.202.044;NON;;;
SNB+DVT;15126;Tennis-Club Lutry;;Route de la Croix 244;1090;La Croix (Lutry);VD;CH;association;109;Français;Lutry;;103661204;Tennis Club de Lutry;101592396;0.8|1.0;0.933333333;;pas RC;CHE-103.661.204;NON;;;
SNB;19085;Association pour le pavillon paroissial Pierre-de-Savoie;;Case postale 116;1401;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;104028995;Association pr le Foyer Paroissial de St-Sulpice;101642332;0.5892857142857143|1.0;0.863095238;;pas RC;rien trouvé;OUI;;;
SNB;19708;Cercle démocratique;c/o Mme Carole Toffel;Chemin du Bois-de-Vaux 19b;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;108142354;Cercle Litteraire;101567957;0.5789473684210527|1.0;0.859649123;;pas RC;rien trouvé;OUI;;;
SNB+DVT;20838;Tennis-Club de Bière;;Case postale 13;1145;Bière;VD;CH;association;109;Français;Bière;;103776451;Tennis Club de Bière;101581798;0.95|1.0;0.983333333;;pas RC;CHE-103.776.451;NON;;;
SNB;21984;Bridge-Club du Léman association;c/o M. François Magnin;Route Plaines-du-Loup 40;1018;Lausanne;VD;CH;association;109;Français;Vevey;;217064334;Bridge Club du Léman;101426027;0.59375|1.0;0.864583333;;pas RC;CHE-217.064.334;NON;ok dvt;;
SNB+DVT;23376;Tennis-Club de Bercher;pa M. Luc Henry;Chemin des Banderettes 8;1038;Bercher;VD;CH;association;109;Français;Bercher;;226285561;Tennis-Club de Morges;101497827;0.7727272727272727|1.0;0.924242424;;pas RC;rien trouvé;OUI;;;
DVT;25152;Fondation de la Communauté l'Abri;M. Gian Sandri;Chalet Tzi-No;1884;Huémoz;VD;CH;fondation;110;Français;Ollon;;110402731;Fondation de la Roche d'Or;101555481;0.6060606060606061|1.0;0.868686869;;pas RC;rien trouvé ;OUI;;;
SNB+DVT;67021;International Committee of Sports for Deaf (ICSD);pa Maison Sport International;Avenue de Rhodanie 54;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;298946433;International Yoga Sports Federation (IYSF);101545855;0.5510204081632653|1.0;0.850340136;;pas RC (sans dossier physique);Néant;NON;;;
SNB+DVT;41995;Association suisse des locataires, section vaudoise (ASLOCA-VAUD);;Rue Jean-Jacques- Cart 8;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;453996192;Association Suisse des Assurés- Section Vaudoise (ASSUAS-Vaud);101554785;0.7076923076923076|1.0;0.902564103;;pas RC;CHE-105.765.702;NON;;;
SNB+DVT;49704;Association du Tennis-Club de Burier;c/o M. Yves Compondu;Route du Village 30;1807;Blonay;VD;CH;association;109;Français;Blonay;;426879307;Association du Temple de St-Marc;101590360;0.6111111111111112|1.0;0.87037037;;pas RC;rien trouvé;OUI;;;
SNB;65367;Association Club Voile Libre Morges;;Port du Petit-Bois;1110;Morges;VD;CH;association;109;Français;Morges;;134504026;Association Compagnie Le Merinos;101611332;0.6|1.0;0.866666667;;pas RC;CHE-103.781.446;OUI;voit avec dvt = ne correspond pas + X club de voile à Morges;;
SNB;67101;Association Conscious Contributions;Rue de la Corsaz 11;Case postale 1123;1820;Montreux;VD;CH;association;109;Français;Montreux;;460277398;Association Zooscope Production;101628546;0.6285714285714286|1.0;0.876190476;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15253;Tennis Club de Chavannes-des-Bois;c/o Mme Eléonor Beaud;Ch. de la Bourdonnière;1290;Chavannes-des-Bois;VD;CH;association;109;Français;Chavan.-des-B.;;113492943;Tennis-Club de Grandson;101442591;0.5757575757575757|1.0;0.858585859;;pas RC;rien trouvé;OUI;;;
SNB;67239;Association de la garderie de Dorigny (AGD) La Croquignole;;Chemin des Triaudes 16;1024;Ecublens VD;VD;CH;association;109;Français;Ecublens VD;;108234387;Association de la Garderie de Dorigny;101530723;0.6206896551724138|1.0;0.873563218;;pas RC;CHE-108.234.387;NON;;;
SNB;39920;Association de la halte- garderie Les Galopins;;Rue du Conseil 21;1800;Vevey;VD;CH;association;109;Français;Vevey;;108234387;Association de la Garderie de Dorigny;101530723;0.6521739130434783|1.0;0.884057971;;pas RC;CHE-265.249.221;NON;;;
SNB;58922;Association Arts et Lettres;p.a. Me Jean de Gautard;Rue du Simplon 40;1800;Vevey;VD;CH;association;109;Français;Vevey;;338488640;Association Arts mouvementés;101618212;0.6785714285714286|1.0;0.892857143;;pas RC;CHE-103.259.486;NON;IDE au nom de la gallerie Arts & Lettres + appartient à la Ville de Vevey, gérée par l'association connue du registre PM = donc semble OK;;
SNB;67606;Association vaudoise d'établissements médico- sociaux (AVDEMS);;Chemin du Pré-de-la-Tour 7;1009;Pully;VD;CH;association;109;Français;Pully;;104327038;Association Vaudoise des Etablissements sans Alcool Avesa;101474669;0.5967741935483871|1.0;0.865591398;;pas RC;CHE-106.224.691;NON;;;
SNB;60064;Association Opération Togo;c/o M. Jean-Philippe Schneiter;Avenue Bosquets de Julie 6;1815;Clarens;VD;CH;association;109;Français;Montreux;;261633201;Association Direction N'Tolo;101507343;0.7142857142857143|1.0;0.904761905;;pas RC;rien trouvé;OUI;;;
SNB;60093;Association Les Amis d'Arabesque;c/o Mme Florence Trupia;Chemin de la Minjarde 5;1815;Clarens;VD;CH;association;109;Français;Montreux;;100638864;Association des Amis dAries c;101523423;0.78125|1.0;0.927083333;;pas RC;rien trouvé;OUI;;;
SNB;60712;Association @home Lifestyle;c/o Mme Géraline Rufener;Rue du Centre 6;1443;Essert-sous-Champvent;VD;CH;association;109;Français;Champvent;;333433910;Association Venoge People;101688204;0.6296296296296297|1.0;0.87654321;;pas RC;rien trouvé;OUI;;;
SNB;67631;Association locale des Témoins de Jéhovah de Château-d'Oex;;;1660;Château-d'Oex;VD;CH;association;109;Français;Château-d'Oex;;155750074;Association Scolaire Intercommunale Château-d'Oex;101434763;0.5689655172413793|1.0;0.856321839;;pas RC;rien trouvé;OUI;;;
SNB+DVT;64601;Association ski-club des Bioux;c/o M. Alain Rochat;Place de la Tour 2;1344;L'Abbaye;VD;CH;association;109;Français;Les Bioux;;166354021;Association d'Alpage de Bière;101526408;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;65087;Association Société des Etudes Bosporanes;UNIL- Inst. archéo. & sciences;M. Burgunder - Bureau 1028;1015;Lausanne;VD;CH;association;109;Français;Lausanne;;272651781;Association Société de Musique la Lyre & l'Espérance;101662067;0.5961538461538461|1.0;0.865384615;;pas RC;CHE-153.382.309;NON;;;
SNB;65944;Association des amis de l'OSEO-Vaud;c/o OSEO VAUD;Rue de Fribourg 40 - CP 812;1800;Vevey 1;VD;CH;association;109;Français;Vevey;;184972487;Association des Amis de BD-FIL;101535668;0.6857142857142857|1.0;0.895238095;;pas RC;rien trouvé;OUI;ok dvt;;
SNB;66569;Association Horizon Bosnie;c/o Mme Danijela Tegin;Sentier de Collonge 3;1820;Territet-Veytaux;VD;CH;association;109;Français;Montreux;;110099443;Association Pro Novio;101596488;0.6538461538461539|1.0;0.884615385;;pas RC;rien trouvé;OUI;;;
SNB;67824;Association des enfants de la colonie suisse de Ruiz de Montoya;p.a. PERGE s.à r.l;A l'att. de M. Knopf - CP 148;1580;Avenches;VD;CH;association;109;Français;Avenches;;412828189;Association des amis du Musée Suisse de l'Orgue Roche;101537218;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;67826;Association de médecins intéressés à la psychosomatique;;;1000;Lausanne;VD;CH;association;109;Français;Lausanne;;108837054;Association de médecins indépendants en liquidation;101600200;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;29991;Association Helvetia Nostra Montreux;;Case postale;1820;Montreux 1;VD;CH;association;109;Français;Montreux;;172165899;Association Les P'tits Footeux;101644220;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI;;;
SNB;69946;Association Intercommunale Scolaire de Genolier et Environs (AISGE);;Place du Village 3;1272;Genolier;VD;CH;association;109;Français;Genolier;;400263062;Association intercommunale scolaire Moudon-Lucens et environs AISMLE;101649267;0.7352941176470589|1.0;0.911764706;;pas RC;CHE-241.701.259;NON;;;
SNB;60714;Association Club Suisse du Dalmatien (CSD);c/o M. Adrian Kündig;Champs du Pâquier 4;1595;Faoug;VD;CH;association;109;Français;Faoug;;110252259;Association Suisse des Musiciens (ASM);101545112;0.6190476190476191|1.0;0.873015873;;pas RC;rien trouvé;OUI;;;
SNB+DVT;67848;Eglise Evangélique Les Marronniers;;Rue des Petites-Buttes 10;1180;Rolle;VD;CH;association;109;Français;Rolle;;115098037;Eglise Evangélique des Amandiers;101548523;0.7941176470588236|1.0;0.931372549;;pas RC;rien trouvé;OUI;;;
SNB;19636;Société Cantonale des musiques vaudoises;c/o M. Jean-Daniel Richardet;Route de Cronay 18;1405;Pomy;VD;CH;association;109;Français;Lausanne;;306687046;Société Cantonale des Musiques Vaudoises;101628486;0.95|1.0;0.983333333;;pas RC;CHE-306.687.046;NON;;;
SNB;53451;Association pour la Sauvegarde du Pied du Jura (ASPJ);;Rte du Grand Closel 14;1148;La Coudre;VD;CH;association;109;Français;Aubonne;;468583781;Association pour la Promotion du Goût (APG);101629840;0.5849056603773585|1.0;0.86163522;;pas RC;rien trouvé;OUI;;;
SNB;19723;Association des Intérêts de Bourg et de Saint-François;;Case postale 5170;1002;Lausanne 2 Cases;VD;CH;association;109;Français;Lausanne;;102579646;Association des intérêts de la vallée du Flon et des environs;101582372;0.5737704918032787|1.0;0.857923497;;pas RC;rien trouvé;OUI;ok dvt;;
SNB;38857;Association des Amis du Train à vapeur de la Vallée de Joux;c/o M. Eric Chevalley;Rue des Grottes 26;1337;Vallorbe;VD;CH;association;109;Français;Le Sentier;;108816448;Association des Amis du Château De la Tour de Peilz;101655995;0.5932203389830508|1.0;0.86440678;;pas RC;rien trouvé;OUI;;;
SNB;16320;Fédération Suisse de Gymnastique, Section de la Tour-de-Peilz;;Case postale 218;1814;La Tour-de-Peilz;VD;CH;association;109;Français;La Tour-de-P.;;155487965;Fédération Suisse de Gymnastique section Le Lieu;101475777;0.7049180327868853|1.0;0.901639344;;pas RC;rien trouvé;OUI;;;
SNB;68007;Association scolaire intercommunale de Bercher-Pailly;p.a. Mme Magali Péclard;Grand-Rue 19;1416;Pailly;VD;CH;association;109;Français;Pailly;;211218805;Association Scolaire Intercommunale de Cugy et Environs;101548871;0.7090909090909091|1.0;0.903030303;;Fin 2013 + pas RC;Néant;NON;;;
SNB;19091;Association Circolo Italiano;;Rue du Valentin 12;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;191580951;Association Piccolino;101486977;0.6785714285714286|1.0;0.892857143;;pas RC;rien trouvé;OUI;;;
SNB;19303;Association immobilière paroissiale de la Sallaz;c/o M. Jean-Philippe Mercier;Chemin des Lys 10;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;111740923;Association Immobilière Catholique de Prilly;101668031;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;25104;Association locale des Témoins de Jéhovah de Lausanne;;Avenue des Baumettes 13-15;1020;Renens VD;VD;CH;association;109;Français;Lausanne;;112672218;Association du Cercle des Amis du Béjart Ballet Lausanne;101535368;0.5892857142857143|1.0;0.863095238;;pas RC;CHE-104.184.170;NON;ok dvt;;
SNB;68343;Association Brigade de Sauvabelin;;Case postale 5455;1002;Lausanne 2 Cases;VD;CH;association;109;Français;Lausanne;;194566203;Association Graine de Curieux;101651325;0.6060606060606061|1.0;0.868686869;;pas RC;rien trouvé;OUI;;;
SNB;33705;"Association ""Les Amis du Tir de Sugnens""";c/o M. Daniel Hertig;Chemin de Mottex 40 A;1807;Blonay;VD;CH;association;109;Français;Montilliez;;101867083;Association des amis du Zoo de Servion;101667717;0.675|1.0;0.891666667;;pas RC;rien trouvé;OUI;;;
SNB;48438;Association des Diplômés MBA HEC;c/o Joanna Bosredon;Chemin de la Valleyre 25;1052;Le Mont-sur-Lausanne;VD;CH;association;109;Français;Lausanne;;232745944;Association des gradués HEC;101577879;0.6875|1.0;0.895833333;;pas RC;rien trouvé;OUI;;;
SNB;51084;Association Terrain d'aventure à Lausanne;;Chemin de Pierrefleur 19;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;350560432;Association Terrain d'Aventure;101554667;0.7073170731707317|1.0;0.902439024;;pas RC;CHE-350.560.432;NON;;;
SNB;51444;ASSOCIATION NIEDERMEYER, NYON;c/o M. Gilles Vallat;Ch. Mont-d'Eau-du-Milieu;1276;Gingins;VD;CH;association;109;Français;Nyon;;164269700;ASSOCIATION BELECRAN;101542466;0.5517241379310345|1.0;0.850574713;;pas RC;rien trouvé;OUI; ;;
SNB;68710;Association Romande pour le Développement Durable;;;1000;Lausanne;VD;CH;association;109;Français;Lausanne;;107011531;Association pour le Développement du Nord Vaudois;101649915;0.5918367346938775|1.0;0.863945578;;pas RC;rien trouvé;OUI;ok dvt;;
SNB;52190;Association Office du Tourisme d'Orbe & Environs;;Rue de la Poste 2 - CP 164;1350;Orbe;VD;CH;association;109;Français;Orbe;;105985511;Association Piscine de Penthalaz & Environs;101575023;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI; ;;
SNB;68713;Association de l'Arboretum national du Vallon de l'Aubonne;;Chemin de Plan 92;1170;Aubonne;VD;CH;association;109;Français;Aubonne;;406177337;Association intercommunale du Vallon du Nozon;101497495;0.5517241379310345|1.0;0.850574713;;pas RC;rien trouvé;OUI; ;;
SNB;61244;Société d'histoire de la Suisse romande (SHSR);c/o M. Alain Clavien;Chemin du Cerisier 1;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;100897791;Société des Meuniers de la Suisse Romande;101423873;0.6304347826086957|1.0;0.876811594;;pas RC;rien trouvé;OUI;;;
SNB;64122;Association VOL,Ô'VENT Production;c/o M. Jean Borruat;Route de Crassier 108;1275;Chéserex;VD;CH;association;109;Français;Chéserex;;457298371;Association Venus-Riot Productions;101547483;0.7058823529411764|1.0;0.901960784;;pas RC;rien trouvé;OUI;;;
SNB;67546;Association Gusto di vita nuova;c/o Andrea Franscini;Avenue de la Rosiaz 2;1009;Pully;VD;CH;association;109;Français;Pully;;113901278;Association du Petit Globe;101640004;0.5806451612903225|1.0;0.860215054;;pas RC;rien trouvé;OUI;;;
SNB;68459;Association Puits à Madagascar;;Rue Industrielle 29;1820;Montreux;VD;CH;association;109;Français;Montreux;;197977525;Association Pages de gauche;101589854;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;71691;Association AUXAN ANIMALIBUS;;Case postale 102;1110;Morges 1;VD;CH;association;109;Français;Morges;;110636430;Association ASKA - FSEI;101604116;0.5714285714285714|1.0;0.857142857;;pas RC;rien trouvé;OUI;;;
SNB;18703;Association romande des grossistes en alimentation;c/o M. Joseph Roch;Avenue Communes-Réunies 41;1212;Grand-Lancy;VD;CH;association;109;Français;Lausanne;;362207505;Association romande des logopédistes diplomés;101464140;0.62|1.0;0.873333333;;Fin 2015 + pas RC;Néant;NON;;;
SNB;19859;Société Vaudoise de Sylviculture;Service Forêts,Faune,Nature;Rue Caroline 11 bis;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;107039481;Société Vaudoise de Médecine;101535984;0.6875|1.0;0.895833333;;pas RC;rien trouvé;OUI;;;
SNB;20877;Centre de Sports Sous-Marin Morges;;Port du Petit-Bois 6 / C.P.;1110;Morges 1;VD;CH;association;109;Français;Morges;;104334995;Centre de Sports Subaquatiques De Vevey;101426501;0.5641025641025641|1.0;0.854700855;;pas RC;rien trouvé;OUI;;;
SNB;48486;Société Suisse d'Héraldique;;;1589;Chabrey;VD;CH;association;109;Français;Vully-les-Lacs;;273261230;Société Suisse d'infectiologie;101602404;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15242;Société des Tireurs à la Cible;c/o M. Jacques Olivier Piguet;Avenue Général-Jomini 19;1530;Payerne;VD;CH;association;109;Français;Payerne;;113485512;Société de tir de Vallorbe;101595324;0.5666666666666667|1.0;0.855555556;;pas RC;rien trouvé;OUI;;;
SNB;21018;Association Cantonale Vaudoise des Hôteliers;;Chemin de Boston 25;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;135771618;Association Cantonale Vaudoise de la coiffure;101609566;0.7777777777777778|1.0;0.925925926;;pas RC;CHE-108.116.948;NON;;;
SNB;25150;Association pour la Maison de Jeunesse de Vers l'Eglise;c/o M. Nicolas Bertholet;Passage du Cheval-Blanc 7;1618;Châtel-St-Denis;VD;CH;association;109;Français;Ormont-Dessus;;112483350;Association pour la Formation de Jeunes Danseurs (AFJD);101620930;0.6181818181818182|1.0;0.872727273;;pas RC;rien trouvé;OUI;;;
SNB;40018;"Association du jardin d'enfants ""Les P'tits Loups""";;Case postale 18;1077;Servion;VD;CH;association;109;Français;Servion;;352986701;Association du Jardin d'enfants La Boîte à Malice;101493141;0.6799999999999999|1.0;0.893333333;;pas RC;CHE-107.620.635;NON;;;
SNB+DVT;69297;Société de Tir Argentine de Gryon;c/o M. René Thomas;Rue du Village 21;1882;Gryon;VD;CH;association;109;Français;Gryon;;293028323;Société de Tir Aux Armes de Guerre;101501101;0.6176470588235294|1.0;0.87254902;;pas RC;rien trouvé;OUI;;;
SNB;58191;Association Romande contre la Drogue;c/o Mme Françoise Longchamp;Chemin de Grésy 19;1012;Lausanne;VD;CH;association;109;Français;Lausanne;;103713002;Association Romande de la Coeliakie;101637800;0.6388888888888888|1.0;0.87962963;;pas RC;rien trouvé;OUI;;;
